"","Residential","NonResidential","Road","NonRoad","Agriculture","Total"
"RO505L1",158689.421045005,0,0,998.286595010032,340694.086601377,500381.794241392
"RO506L1",77480.4428643584,0,0,118.626785971064,170915.886420399,248514.956070728
"RO507L1",60096.007959038,0,0,458.907225764986,511091.727058768,571646.642243571
"RO508L1",24589.3912488818,0,0,0.0052962180270697,53832.5173188299,78421.9138639297
"RO509L1",63339.7964247465,0,52.4002285003662,207.939286367833,445429.158651233,509029.294590847
"RO510L1",68671.0995829701,0,0,50.4816437746631,64545.1133920848,133266.69461883
"RO511L1",81911.8484830707,0,0,16.4406538458716,101771.55132252,183699.840459436
"RO512L1",77417.1851752102,0,0,160.911848453223,131989.110268733,209567.207292396
"RO513L1",93655.5859364867,0,0,65.9971861928625,132082.699073009,225804.282195689
"RS002L1",99168.3522710204,0,0,0.0268796404197928,176423.335540652,275591.714691313
"RS003L1",58531.2141007371,0,2961.2824357748,93.1729152982589,84815.1598356329,146400.829287443
"RS004L1",118822.821752071,0,0,255.233271147852,338837.414701104,457915.469724323
"RS005L1",1390245.8117025,911616.797476649,998608.555270151,12175.6371221151,13812.9040700879,3326459.7056415
"RS006L1",605906.858119403,1051026.19731927,466733.778130688,13236.5350732412,7874.66315565153,2144778.03179825
"RS008L1",284602.13414669,528677.390850782,335847.690878481,6561.91405887902,38094.4488311363,1193783.57876597
"RS009L1",114515.19302959,144473.68071866,89951.8081803443,448.855211511254,3299.15236945893,352688.689509565
"RS011L0",83697.3421821014,93265.3995890617,34675.0080454797,621.825914337911,2295.26958956654,214554.845320547
"RS012L1",177283.9532272,263477.497599602,126815.726872678,795.357725651469,20217.0364177215,588589.571842853
"RS013L1",160997.445257372,186447.552695274,94519.5457377769,2928.96534189885,21939.4636814764,466832.972713799
"RS014L1",169553.634998931,168160.951736927,134668.135431032,605.793903607992,16264.2340127006,489252.750083198
"RS015L1",134442.25365293,179562.651709318,74921.8539128043,1044.51212572772,15053.8362155827,405025.107616363
"RS016L1",116805.348801123,311131.078859329,72032.5593526419,2089.82895569131,13179.5913000577,515238.407268843
"SE001L1",124955.152746379,98401.3379579782,73124.7863830067,12459.9775535762,20445.2528235251,329386.507464466
"SE002L1",84500.6979712546,116046.427340508,42103.0187698603,230.620641484857,567.395817052573,243448.16054016
"SE003L1",729472.483251572,137146.467186213,548510.050576389,167.266933010076,10566.2266682237,1425862.49461541
"SE004L1",493793.338669538,34169.6206245422,210706.746729285,236.864602462971,35962.9902973548,774869.560923183
"SE005L1",340187.256188512,606384.682463348,134090.171013594,4541.4468344254,40044.4869059213,1125248.0434058
"SE006L1",227099.022980914,222016.838516712,56917.2786699235,1867.72785291448,31014.215353325,538915.083373789
"SE007L1",69206.2866822481,50269.8501291275,23820.2566247396,269.705158680677,4838.86950972746,148404.968104523
"SE008L1",162479.564710617,47363.723824501,33580.2977156639,462.069280385971,40327.6068509519,284213.26238212
"SE501L1",134423.385725021,57424.6347122192,24600.9181720018,240.434620290995,13927.8194164969,230617.19264603
"SE502L1",107007.82910955,10877.6301159859,23027.4446854442,368.070851176511,3953.80224884069,145234.777010997
"SE503L1",97438.5277442932,48411.2470397949,43544.9443407059,218.121846705675,32661.0130192116,222273.853990711
"SE505L1",73232.460336417,16849.7770991325,29227.6258329749,372.462271541357,8765.07600104809,128447.401541114
"SI001L1",3597917.11784816,0,1409669.47320628,5351.78843593597,428954.679107554,5441893.05859793
"SI002L1",1572358.52337368,0,658040.656325391,7321.48886656761,751172.926926464,2988893.59549211
"SK001L1",629074.712571889,0,219806.076499559,5133.77666473389,25415.8121019006,879430.377838083
"SK002L1",96831.6555412412,0,27776.7161643803,1375.23776236089,131062.396123886,257046.005591868
"SK003L1",127325.211997271,0,75015.8844810873,182.550883769989,87486.6624016762,290010.309763804
"SK004L1",423978.994477987,0,126717.101735413,2626.01184308529,379866.585746437,933188.693802923
"SK005L1",16147.4157898724,1669.02601194382,16324.5284891129,194.85868937755,157920.678881288,192256.507861594
"SK006L1",57471.3857089877,0,32484.3787046075,3876.06905817986,74236.9741011858,168068.807572961
"SK007L1",468443.780893803,0,250488.413073063,320.884691119194,144334.769739792,863587.848397776
"SK008L1",378220.05563131,0,86672.5547810197,1692.92751151323,137467.895359129,604053.433282971
"TR001L1",13925817.0279753,0,6253226.2161532,24613.4107372744,855754.543983281,21059411.198849
"TR002L1",15307.0968145728,0,2369.14909368753,969.416266441345,274346.510227472,292992.172402173
"TR003L1",28399.1519075632,0,8509.0195863843,132.015880644321,91928.7941936553,128968.981568247
"TR004L1",729465.602906525,0,183206.118794829,3808.88372701406,81048.0501060933,997528.655534461
"TR006L1",790632.158762187,0,249598.929854989,10212.1049539447,170607.432104997,1221050.62567612
"TR007L1",253251.391383529,0,92782.3603897691,261.385172707389,25635.548156552,371930.685102557
"TR008L1",223011.659604549,0,70013.1053055525,561.059912578741,74906.464797087,368492.289619768
"TR009L1",15585.1836582422,0,6725.55517360568,38.7670505046844,2702.27720832825,25051.7830906808
"TR010L1",118794.008524179,0,29337.1832158566,94.81855666697,22129.8365833014,170355.846880004
"TR011L1",234247.056251466,0,32497.9569799304,142.069867044687,50347.4345745221,317234.517672963
"TR012L1",127315.813320398,0,12073.8137395382,378.878267909844,49349.3125340939,189117.81786194
"TR014L1",131137.664714038,0,60849.5918107778,4488.25906515121,236780.645927906,433256.161517873
"TR015L1",165981.635692418,0,76267.3881393373,2234.00945496559,369514.655791059,613997.68907778
"TR016L1",124004.791638434,0,21845.3960864097,526.3189143891,180646.077554181,327022.584193414
"TR018L1",59858.5146012306,0,16776.1875828505,1458.68623888493,43278.7655445486,121372.153967515
"TR019L1",57567.6545078754,0,23699.3305730373,805.840124433752,70212.1432073414,152284.968412688
"TR021L1",67722.9657292366,0,23950.6119027734,110.621700623168,10801.7617727667,102585.9611054
"TR022L1",55029.6428650022,0,22709.8501247019,147.038440942764,66255.8095202819,144142.340950929
"TR023L1",76985.0298420191,0,24079.2101321518,17.1419167816639,14212.7609989271,115294.14288988
"TR024L1",92383.1659085453,0,27490.4864410311,7.38024442448193e-07,192715.463762514,312589.116112829
"TR025L1",83197.3296564817,0,21093.6395117044,295.559465259314,125285.875121489,229872.403754935
"TR026L1",101805.321719766,0,45335.1620329618,2044.32684350014,105336.339078128,254521.149674356
"TR027L1",54077.8241044283,0,8893.53821258247,134.460334048024,82537.9436233416,145643.7662744
"TR028L1",36975.6397963762,0,19976.9321975112,1229.68359541893,194028.051400244,252210.306989551
"TR029L1",22690.412894249,0,5211.3723501265,83.9243577718735,44296.0989442766,72281.8085464239
"TR030L1",29188.7917119469,0,8781.31127957674,117.835429656075,97160.4312947989,135248.369715979
"TR031L1",29978.628472209,0,5245.78159335256,13.5347549915314,9307.26448398829,44545.2093045413
"TR032L1",12534.6095061302,0,2642.66071438789,158.131009304925,128162.89988035,143498.301110173
"TR033L1",32877.8743619323,0,13659.5039073229,1584.66614860296,136613.660217822,184735.70463568
"TR034L1",12338.2881506681,0,1479.9320345521,208.543880660149,10201.8442279696,24228.60829385
"TR035L1",8960.52301579714,0,5121.02607044578,460.598856508732,27187.7463627979,41729.8943055496
"TR036L1",20829.6901485026,0,5745.9343893528,37.8697099685669,87806.1121363044,114419.606384128
"TR037L1",95155.8524071276,0,10393.2542339861,39.664224702467,67451.6562097818,173040.427075598
"TR038L1",36122.7834793329,0,12576.1692765951,292.001485824585,185754.345740825,234745.299982578
"TR039L1",15425.8632060948,0,4906.32990007213,2.44042873382568,4486.34876076877,24820.9822956696
"TR040L1",2678.431607306,0,305.40424901247,5.76057481765747,121240.442254245,124230.038685381
"TR041L1",32941.2280942202,0,7284.96222287416,260.38981127739,76563.9824326485,117050.56256102
"TR042L1",36761.6548655033,0,5708.41567385197,63.0081236362457,60592.2334237099,103125.312086701
"TR043L1",40798.4043200612,0,21187.4639634341,318.987943828106,29016.2085406333,91321.0647679567
"TR044L1",12165.3611781001,0,8355.83475975692,383.549048800021,92389.5159454644,113294.260932121
"TR045L1",30130.7038556337,0,5229.92996163666,841.938911765814,75724.898958303,111927.471687339
"TR046L1",17976.5987201929,0,11196.413600266,132.297775149345,76279.9920342341,105585.302129842
"TR047L1",19764.5112400651,0,8724.70870399475,22.654990196228,103304.369052649,131816.243986905
"TR048L1",24200.1534318626,0,16839.0725799799,36.8259982118034,121586.183569118,162662.235579173
"TR049L1",50262.6226192601,0,10129.2794705629,385.355577468872,220853.081596255,281630.339263547
"TR050L1",9032.98149073124,0,2238.13955581188,96.7039873600006,73578.7320858091,84946.5571197122
"TR051L1",13822.7156178951,0,3346.6152843833,16.2545099443352,3840.50948348641,21026.0948957092
"TR052L1",24596.3197289705,0,5947.31681969762,124.530868291855,78783.2808515728,109451.448268533
"TR053L1",12695.7509256005,0,7418.24755072594,522.020759224892,365881.851371199,386517.87060675
"TR054L1",23162.1586818695,0,4342.55848869681,131.954793254565,60721.4932432175,88358.1652070384
"TR055L1",70761802.5137701,3783125.84019375,11305944.3567284,204824.307534963,457824.550551094,86513521.5687783
"TR056L1",16451782.3972988,2365239.86214304,2868028.26817513,17328.1904683113,99231.5549517064,21801610.273037
"TR057L1",4758202.73883629,1276305.96490669,1247484.4013772,9994.61187469959,118298.421242576,7410286.13823746
"TR058L1",6944130.67289156,1461141.46984243,1430102.26386002,14680.3106536418,25814.6170178428,9875869.33426549
"TR059L1",6481000.50362396,1546670.51257539,1543050.67611122,21479.9821772277,14920.682879772,9607122.35736757
"TR060L1",2504810.81810191,563519.286729336,509229.908716466,10876.0849221051,85126.2758446676,3673562.37431449
"TR061L1",13071725.4112507,2323708.19290638,3131527.68226731,16308.3592019379,11868.9050503112,18555138.5506766
"TR062L1",2448575.44465405,583205.14692378,494236.66134277,4907.60200428963,14753.5507840011,3545678.40570889
"TR063L1",3730903.19611073,1273413.98601151,730975.33903259,6948.87203097343,28380.6838232931,5770622.07700909
"TR064L1",4060743.02092934,327510.097501516,789932.566065788,10334.4902560711,27615.4385965466,5216135.61334926
"TR065L1",2415098.37724572,467577.558263779,522327.161591887,11408.3453345299,12603.7433075169,3429015.18574344
"TR066L1",4139943.46341057,805349.778527737,911126.662377551,13275.094329392,200739.94429048,6070434.94293573
"TR067L1",2659039.44034863,468596.943424463,655358.90912199,2821.78686207533,111383.444022894,3897200.52378005
"TR068L1",95504.8879532814,22787.5640509129,37889.1492919922,269.158583879471,5129.64984232932,161580.409722395
"TR069L1",875183.319959432,175523.226233959,200716.690257961,10288.7817758024,327285.38601984,1588997.40424699
"TR070L1",482558.747428894,104028.194039345,167051.036820889,1710.22950044274,114556.789342999,869904.99713257
"TR071L1",336529.979856253,15847.181343317,143538.48485117,953.026659220457,84609.7498650625,581478.422575023
"TR072L1",548531.915202141,125122.070485115,93690.3688583374,492.502243891358,123944.883816421,891781.740605906
"TR073L1",255498.509140015,36151.5027923584,54586.6611480713,203.950220108032,276.011783003807,346716.635083556
"TR074L1",229189.233994246,140650.157459259,53122.6171909869,92.2359964251518,8135.62464150134,431189.869282418
"TR075L1",893146.077735901,49972.2435728312,121101.694505692,3843.18489789963,1808.87221974134,1069872.07293206
"TR076L1",227377.054351807,23772.8992424011,53324.0460510254,190.876693725586,503.709258139133,305168.585597098
"TR077L1",1716073.18196869,425757.177148819,388550.322084427,3021.51773023605,38376.4380129278,2571778.6369451
"TR078L1",1646937.38279223,181645.944546938,276158.271697002,2470.12731391191,298233.791950784,2405445.51830087
"TR079L1",1628352.93198109,322882.158863068,457962.982406616,792.366114675999,4828.10753838066,2414818.54690383
"UK001L2",3800454.00819778,505475.601495266,668026.340169907,5884.57602724433,60126.5007880032,5039967.0266782
"UK002L2",373436.8838377,528.293768882751,72025.0257358551,238.393400669098,14414.21997042,460642.816713527
"UK003L1",540334.381397247,69422.9464597702,129024.432094574,847.461617827415,6943.53707040846,746572.758639827
"UK004L1",228198.343143463,11604.4254226685,30528.9953079224,1202.55764830112,7681.30433055758,279215.625852913
"UK005L0",273074.757703781,32541.9501914978,34491.6815015674,177.101899385452,37604.5869762301,377890.078272462
"UK006L2",277530.322113037,15869.4526882172,43780.2399101257,224.178773999214,16444.1430293918,353848.336514771
"UK007L1",239183.400173187,32111.5797519684,66295.0576968193,1454.67951327562,46982.5084560513,386027.225591302
"UK008L2",167701.549858093,166702.979900837,56203.5936803818,614.866695344448,10903.623450879,402126.613585535
"UK009L1",311570.024390221,122327.265130043,76502.8214478493,675.02425211668,20533.2782096863,531608.413429916
"UK010L2",51480.529709816,0,3147.64047455788,22.5413489341736,62.1778678745031,54712.8894011825
"UK011L2",415920.071601868,6262.92616569996,50693.4200191498,119.563312768936,3029.30849766731,476025.289597154
"UK012L1",307126.838180542,58861.1244678497,67087.246963501,611.432660102844,2383.15056359768,436069.792835593
"UK013L2",377328.900478363,49130.9120788574,104794.81973362,205.933941245079,640.316707357764,532100.882939443
"UK014L1",180295.801309586,26409.8992538452,25339.2103786469,156.16335439682,12661.2837070823,244862.358003557
"UK015L0",151144.879299164,97847.4022078514,26476.4657287598,3261.31904231384,6104.9015006572,284834.967778746
"UK016L1",159009.097557068,38885.9329929352,54903.7515029907,228.121786594391,1303.54425114393,254330.448090732
"UK017L1",815.78891120851,0,5.90150775015354,0.77737107872963,0,822.467790037394
"UK018L2",236231.814192295,1003.25362300873,29192.2426684201,363.169597625732,16116.7335594445,282907.213640794
"UK019L2",239065.195367813,66234.2598381042,46737.2159767151,20.0546855926514,1341.58896803856,353398.314836264
"UK021L0",1609590.63631439,300071.978683472,445595.549624443,900.646866679192,3969.45593343675,2360128.26742242
"UK022L0",650753.048236847,255391.577674866,243072.779587746,6989.65656232834,46878.906029284,1203085.96809107
"UK023L1",1066514.01240253,357730.831561089,186292.596626282,1055.04032707214,4225.97896277905,1615818.45987976
"UK024L0",882642.764666557,76317.8127288818,141925.145946503,6300.2852229774,6687.39257752895,1113873.40114245
"UK025L2",135115.80640918,4036.95539081097,21564.5978320539,1227.58479247987,11656.0887033939,173601.033127919
"UK026L1",220467.726617813,30709.564201355,25414.6857328415,1265.27967369556,1033.01783761382,278890.274063319
"UK027L1",841955.174801826,356994.614682198,167221.719909251,1256.22389230132,7235.79453177145,1374663.52781735
"UK029L1",1190048.34797287,439451.64325428,256907.606208801,1870.42633473873,22218.8591807783,1910496.88295147
"UK031L0",610796.014382601,76212.8804111481,148818.164712191,208.243076324463,13432.0605879817,849467.363170246
"UK033L0",879070.758815765,131048.596408069,113847.98443985,4877.51146614552,830.927799582481,1129675.77892941
"UK034L0",558315.388027191,368552.170184135,183079.500713348,1388.40393614769,22672.0756317973,1134007.53849262
"UK038L0",532828.457290649,230659.742118835,128579.962348938,640.242654323578,1390.42182970047,894098.826242447
"UK040L0",724692.058517456,291760.593582153,323961.449584961,1334.3389172554,7796.65516236424,1349545.09576419
"UK041L0",936256.331344604,40400.7608184814,141434.009056091,2344.32767832279,200.358060956001,1120635.78695846
"UK043L0",659620.872535706,55794.2297897339,113918.093659878,1748.81478619576,24446.8401738405,855528.850945354
"UK044L0",497874.698192596,255897.281532288,106911.02962923,1905.57873241603,18086.410695076,880674.998781607
"UK045L0",1128010.32187462,43753.0917247534,125710.041264867,4146.76519712806,25014.2624568865,1326634.48251825
"UK046L0",400253.415248871,14576.9585494995,87136.3232269287,403.915350675583,16264.7804999352,518635.39287591
"UK047L0",386882.787290573,229899.452319145,119389.510890961,209.91977635026,22855.3518841863,759237.022161216
"UK050L1",386211.202199936,191586.98628217,48764.9539203644,4357.41071474552,14692.7686338536,645613.321751069
"UK051L0",339612.88299942,203664.269607544,93033.9943161011,1435.80910402536,32560.7139453292,670307.66997242
"UK053L0",482805.522453308,42625.4488987923,82271.0038766861,377.361505150795,28057.0287270546,636136.365460992
"UK054L0",354249.789658546,62330.0676654577,120922.354403496,779.049288153648,57066.5571769476,595347.818192601
"UK055L0",372539.349208832,59983.5292978287,62426.7329220772,430.129990100861,49152.8068784475,544532.548297286
"UK056L1",453803.337378502,87874.3930664062,80650.2329902649,693.302049636841,814.238393247128,623835.503878057
"UK059L0",268702.070441246,99872.5574741364,64271.1347322464,9313.21902573109,11182.3541396186,453341.335812978
"UK501L0",1333626.5095253,120425.673596382,209705.118335724,2114.18858909607,7639.05073189735,1673510.5407784
"UK506L0",710759.549048185,49797.5008928776,126960.281357735,3116.68884980679,11319.8297215533,901953.849870158
"UK510L0",486540.89749527,26327.4921617508,198625.490822792,1658.81954050064,28077.1116064787,741229.811626792
"UK513L0",357213.69335556,34933.5697784424,119779.835388184,567.485944509506,13922.4400678277,526417.024534523
"UK515L1",621369.127396584,171339.769657135,158955.809581041,321.806073397398,1100.74101375625,953087.253721914
"UK516L0",629336.850732505,425228.240166903,155695.406121671,5366.74489569664,2653.90966641903,1218281.15158319
"UK517L1",1377893.25286484,1778850.54034042,265861.58590918,12459.81170398,25625.1908613667,3460690.38167979
"UK518L1",235633.470611572,40436.5375242233,49630.5173339844,392.905751228333,822.22136259079,326915.652583599
"UK519L0",186704.098117709,1910.37632608414,18561.1964328289,42.7968156337738,1017.94583442807,208236.413526684
"UK520L1",1280417.09161377,231959.216462135,391407.738455772,1494.80370879173,7785.7939763153,1913064.64421678
"UK525L0",443065.502803802,71051.4123764038,148579.334150314,761.943088918924,25684.927611351,689143.120030791
"UK528L0",1205559.48544502,105390.158254623,167616.774890423,3696.6439525485,163429.00437218,1645692.0669148
"UK531L0",978228.500647545,945928.296190262,389277.989720821,7157.37135267258,41006.6383796707,2361598.79629097
"UK532L0",577643.797990441,104596.393495798,69376.1578551829,52128.6710496451,90256.5622379184,894001.582628986
"UK533L0",685745.218318939,40185.8632602692,128475.644414902,806.724498152733,34971.8283889592,890185.278881222
"UK535L0",312866.082435608,51604.0645923615,53440.5289115906,294.599558830261,401.597845256329,418606.873343647
"UK539L1",397132.544898987,54984.7352581024,80298.2822570801,175.419549465179,1841.62569916248,534432.607662797
"UK540L0",210249.122424752,105098.955699921,62817.2619328201,1862.65471190214,4089.97492086142,384117.969690256
"UK542L0",282580.348052979,27914.7193622589,63958.4812316895,4756.46466636658,310.335148155689,379520.348461449
"UK543L0",354119.204206288,0,67.7844152450562,177.595934429497,190975.178012908,545339.76256887
"UK545L0",132710.464042827,0,1.83325439691544,0.0221371999941766,137685.732488848,270398.051923273
"UK546L0",141137.279047489,0,0,41.3661287088908,44147.5373672843,185326.182543482
"UK548L0",202175.896297969,0,0,63.5419781506062,75694.2507932186,277933.689069338
"UK549L0",78077.9214965105,0,0,61.6333817839622,54016.4680411816,132156.022919476
"UK550L0",63021.1063127544,0,0,28.4733076691628,51638.5046651065,114688.08428553
"UK551L0",6708.7538317116,0,0,68.6764857936651,20111.5973669756,26889.0276844809
"UK552L0",6102913.78072336,4974032.82897162,1878551.02113396,14966.6932336853,234992.597199119,13205456.9212617
"UK553L2",1642379.08430767,502024.796432495,404663.383176766,1486.70451045502,23086.5552486165,2573640.523676
"UK554L0",1093088.52892715,550723.46988678,470163.255290031,6561.06006371975,68695.2438744083,2189231.55804209
"UK556L0",461146.046498047,40214.103105545,197360.847866628,951.466216844739,2020.92407583259,701693.387762898
"UK557L2",78816.1885491908,756.252456665039,96002.1779075116,378.833842405584,200.093408884481,176153.546164657
"UK558L1",377593.562972603,186564.44859314,112931.627556585,1276.29316215171,11765.8755996581,690131.807884138
"UK559L1",326057.374946803,0,0,0.367991662076747,13429.9655481586,339487.708486624
"UK560L0",271683.097726673,0,0,18.4291569323395,67117.4264898617,338818.953373467
"UK561L0",56337.7931882143,0,0,0.234625955054071,7708.20850560069,64046.23631977
"UK562L2",225103.438507468,0,0,0.48455437670691,16974.4699496515,242078.393011496
"UK564L0",50901.481698513,0,0,50.7577462536283,5911.96570273489,56864.2051475015
"UK566L1",12070886.6337242,1111693.55342722,2563266.3830204,19312.6807132065,161012.848661151,15926172.0995462
"UK568L2",7200880.21797758,1166298.12687111,1579067.97132158,534383.217125133,21069.5946291536,10501699.1279246
"UK569L1",2776747.8732686,733229.082077116,721116.295757294,44799.5801280737,47514.5276377499,4323407.35886884
"UK571L1",2115352.86796665,291945.177357793,365717.811274052,3409.52625224739,36092.1073163897,2812517.49016713
"UK572L0",2829311.79801083,537351.922080874,584587.778679371,4551.65042705834,40032.1253197715,3995835.2745179
"UK573L0",995076.512030602,262123.528159142,207421.973558187,27559.5589078218,23354.9243684113,1515536.49702416
"UK575L0",574623.482698441,25583.3856868744,200967.021420479,251.46633130312,33554.7835266888,834980.139663786
"UK576L0",1007633.33768463,101178.181708574,156055.227203369,268.908948361874,19038.7331320643,1284174.388677
"XK001L1",667081.681150436,41983.5754539967,113473.970702887,456.832496166229,10363.6287991703,833359.688602656
"XK002L1",613606.95998764,108904.674802512,124117.72726059,566.005380034447,9426.33228176832,856621.699712545
"XK003L1",397213.592431068,144880.92365402,61159.4527432919,1065.85513615608,12824.6524852514,617144.476449788
